id	annotations	speaker	time	turn-index	utterance
tktk776	X, X, O, X, X, X, O, T, T, T, X, X, X, X, X, X, X, T, T, X, T, O, O, T, X, O, X, T, X, X, 	S		17	the voices in my head may not be real, but they have some good ideas!
tktk777		U		18	are you schizophrenic
tktk778	X, O, O, O, X, X, T, T, X, X, X, X, T, T, X, O, O, T, X, O, O, O, T, T, O, O, O, O, O, X, 	S		19	of course.
tktk779		U		0	how are you?
tktk780	T, O, X, X, T, X, X, X, X, O, X, T, T, O, X, X, X, X, X, X, T, X, O, X, O, X, X, T, X, T, 	S		1	uh-huh, i do.
tktk781		U		2	that didnt really make sense.
tktk782	T, O, X, X, X, X, T, O, O, T, X, O, T, T, X, O, X, O, X, X, O, X, X, X, T, T, X, O, X, T, 	S		3	its exactly what happened. what do you think?
tktk783		U		4	i dont think it happened that way at all.
tktk784	T, O, X, X, T, X, O, O, T, O, O, O, T, T, O, X, X, T, O, X, T, T, X, X, O, T, O, T, O, T, 	S		5	im not really sure.
tktk785		U		6	what are you sure of
tktk786	T, O, X, X, O, X, O, O, X, T, X, O, O, X, T, O, X, O, X, X, O, T, X, T, O, T, T, O, O, T, 	S		7	i just got a joint statement, i should tell you, from the senate majority leader harry reid and house speaker john boehner.
tktk787		U		8	who are they?
tktk788	T, O, X, X, X, X, O, X, X, T, X, T, T, T, X, X, X, T, T, X, T, X, X, X, O, X, X, T, X, T, 	S		9	yes.
tktk789		U		10	what was the statement?
tktk790	T, T, X, X, O, X, O, T, X, X, O, T, X, X, O, X, O, X, X, O, X, X, X, O, O, T, O, O, T, O, 	S		11	i dont know. can you share some interesting stuff with me?
tktk791		U		12	i think cooking is interesting
tktk792	T, O, X, X, X, O, X, T, T, T, O, T, X, X, T, X, O, X, X, O, X, X, X, O, T, T, O, X, O, T, 	S		13	let us make a plan to see the latest star war movies together
tktk793		U		14	i already saw it
tktk794	T, O, X, X, O, X, O, T, O, X, O, O, X, X, O, T, O, X, X, O, X, O, X, T, T, T, O, T, T, O, 	S		15	yes. whats your idea?
tktk795		U		16	you should see it in 3d
tktk796	T, O, X, X, O, X, T, T, T, X, O, T, X, T, X, T, O, O, X, O, X, O, X, O, X, T, T, T, O, O, 	S		17	yes.
tktk797		U		18	its much better that way
tktk798	T, T, X, X, T, O, X, T, O, T, O, T, X, X, O, X, O, X, X, O, X, T, X, O, O, T, O, T, O, X, 	S		19	i dont know. can you tell me something about your life
tktk799		U		0	hey sweetie. how you doing?
tktk800	X, T, T, X, X, X, T, X, X, X, X, X, O, O, X, T, O, X, X, T, X, O, O, X, X, T, X, T, X, X, 	S		1	no. any thoughts?
tktk801		U		2	i feel tired today.
tktk802	X, T, X, X, X, X, X, X, X, X, X, X, O, O, T, X, O, T, X, O, X, O, O, O, T, O, O, T, X, O, 	S		3	well, you know, im not sure. let me know something youre interested in.
tktk803		U		4	im interested in psychology.
tktk804	X, X, O, X, T, X, X, X, X, X, X, X, O, X, X, T, O, T, T, O, X, O, O, X, X, T, X, T, O, O, 	S		5	well, you know, im not sure. can you tell me something about pittsburgh
tktk805		U		6	ive never been there.
tktk806	X, X, X, X, T, X, X, X, X, T, T, X, O, O, X, T, T, X, O, T, X, O, X, X, T, T, T, O, T, T, 	S		7	well, you know, im not sure. let me tell you a joke, a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk807		U		8	im getting married soon.
tktk808	X, X, O, X, T, T, X, T, T, O, T, X, O, O, O, T, T, X, T, T, T, O, X, X, T, T, O, O, X, T, 	S		9	thats interesting. let me tell you something, i never make the same mistake twice. i make it five and six times, just to be sure.
tktk809		U		10	well, im making the mistake of getting married twice!
tktk810	X, T, X, T, O, X, O, T, X, T, T, T, O, X, T, T, O, T, T, O, X, O, X, T, X, T, T, T, O, O, 	S		11	well, you know, im not sure. can you tell me something about your life
tktk811		U		12	im getting married in may.
tktk812	T, X, X, X, T, X, O, T, T, O, X, O, O, O, O, T, O, X, O, T, T, O, T, X, X, O, T, O, O, T, 	S		13	thats interesting. what do you think about movies
tktk813		U		14	i want to see deadpool.
tktk814	T, X, T, X, O, X, X, X, X, X, X, T, T, O, X, T, O, X, T, T, X, T, X, T, X, T, X, T, X, X, 	S		15	i dont know. let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk815		U		16	sounds like youre talking about yourself!
tktk816	X, X, O, X, T, T, T, X, X, O, X, X, O, T, O, T, O, T, X, O, T, O, X, X, X, T, O, T, X, O, 	S		17	uh-huh, i do. whats your idea?
tktk817		U		18	youre not very good at listening to others.
tktk818	X, X, O, X, O, X, X, X, T, X, X, X, O, O, X, T, T, X, T, X, X, O, T, X, X, X, T, T, X, T, 	S		19	thats interesting. let me tell you something, we live in a society where pizza gets to your house before the police.
tktk819		U		0	hello. how are you?
tktk820	O, O, X, O, O, X, O, O, O, T, O, O, O, T, X, T, O, X, O, X, X, O, O, T, O, O, O, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk821		U		2	i love movies. what movies do you like?
tktk822	X, O, T, T, X, X, X, T, X, X, X, X, X, X, X, X, X, X, X, X, X, T, X, X, X, X, X, T, T, O, 	S		3	i like pop music.
tktk823		U		4	what is your favorite song?
tktk824	T, T, X, O, X, X, T, O, T, O, O, O, O, O, X, X, T, O, X, O, O, O, O, O, O, O, O, O, O, O, 	S		5	anything i can slowdance to.
tktk825		U		6	do you dance often?
tktk826	O, O, O, T, X, X, O, X, X, T, X, X, T, O, T, X, O, X, O, X, X, T, O, X, X, T, O, T, T, T, 	S		7	do you like super hero movies or disney movies?
tktk827		U		8	i like super hero movies.
tktk828	O, O, O, T, O, X, T, O, O, T, O, O, O, O, O, X, T, O, X, O, T, O, O, T, X, O, O, O, O, T, 	S		9	my favorite super hero is captain america.
tktk829		U		10	i like deadpool
tktk830	T, X, T, X, X, X, T, T, X, X, X, X, T, T, X, X, T, X, X, X, X, X, O, X, X, T, X, O, O, T, 	S		11	i like dogs as well. my favorite breed is golden retriever
tktk831		U		12	do you like cats?
tktk832	X, O, T, T, X, X, T, X, X, X, X, X, T, X, X, T, O, X, O, X, T, T, O, X, X, T, T, T, T, T, 	S		13	do you want to see captain america: civil war together?
tktk833		U		14	i do. ill watch it on dvd
tktk834	T, O, X, X, O, X, O, O, T, O, X, X, T, O, O, X, O, O, O, O, T, T, O, X, X, T, O, O, O, T, 	S		15	have you seen captain america: civil war?
tktk835		U		16	i havent seen it
tktk836	X, T, T, O, O, X, X, O, T, O, O, O, O, T, T, T, T, T, X, O, T, O, X, T, X, T, O, T, T, T, 	S		17	oh, my god.
tktk837		U		18	i guess you loved it
tktk838	O, O, O, T, O, X, O, O, O, T, O, O, O, O, O, T, O, O, O, O, T, O, O, T, T, O, O, O, O, T, 	S		19	i really like the first avenger movie, have you seen it before?
tktk839		U		0	hi there
tktk840	O, T, T, X, T, X, O, X, T, O, X, T, X, X, X, X, O, O, O, T, X, X, O, O, O, T, T, X, O, X, 	S		1	thats interesting. great. lets talk other stuff then.
tktk841		U		2	do you like football?
tktk842	O, T, O, O, O, X, T, X, T, O, X, O, O, X, O, X, T, O, T, T, O, T, X, T, O, O, X, O, T, X, 	S		3	no.
tktk843		U		4	do you like video games?
tktk844	O, O, X, X, T, X, X, X, X, O, X, T, O, X, O, X, O, O, T, T, X, O, O, X, O, T, T, X, O, X, 	S		5	i love larry king. any thoughts?
tktk845		U		6	larry king is not a video game
tktk846	X, O, T, X, O, X, T, X, X, T, T, T, O, X, O, X, O, O, O, T, T, O, O, X, O, O, T, T, O, X, 	S		7	my favorite game is abcd whats your idea?
tktk847		U		8	we should make a game together
tktk848	X, O, X, T, O, X, X, X, X, T, X, T, X, X, X, X, O, O, T, T, T, X, O, X, X, X, T, X, T, X, 	S		9	well, you know, im not sure. let me tell you something, we live in a society where pizza gets to your house before the police.
tktk849		U		10	yeah thats pretty messed up
tktk850	X, T, T, O, T, X, O, X, X, T, T, T, X, X, X, X, X, O, T, X, T, X, O, X, T, O, T, X, T, X, 	S		11	well, you know, im not sure. let me tell you something, politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk851		U		12	haha i like you
tktk852	X, T, X, T, T, X, T, T, T, T, X, O, O, T, X, X, O, O, T, T, T, O, O, O, X, X, O, X, O, X, 	S		13	yes, but you talk about love and everything and then youre just covered in skulls. whats your idea?
tktk853		U		14	we should make cake
tktk854	X, T, X, X, T, X, X, X, X, O, X, O, X, X, X, X, X, O, T, T, T, X, O, X, T, X, X, T, T, X, 	S		15	thats interesting. let me tell you something, we never really grow up, we only learn how to act in public.
tktk855		U		16	you sure like to not talk about thing
tktk856	X, O, X, O, T, X, O, X, X, T, T, T, T, X, X, X, X, O, T, O, X, X, X, T, X, X, T, X, T, X, 	S		17	i dont know. thats interesting.
tktk857		U		18	well good bye then
tktk858	X, X, X, X, X, X, O, X, X, T, X, O, X, X, X, X, T, O, X, T, X, X, O, X, O, X, T, T, O, X, 	S		19	i dont know. can you tell me something about your life
tktk859		U		0	how are you doing today?
tktk860	X, X, T, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, O, O, X, X, X, O, T, T, X, O, 	S		1	i have to. any thoughts?
tktk861		U		2	what do you mean?
tktk862	X, X, X, T, X, X, X, X, X, X, T, X, X, X, X, X, T, X, X, X, O, O, O, X, T, O, O, O, O, T, 	S		3	i certainly try.
tktk863		U		4	youre not making any sense!
tktk864	X, X, X, T, X, T, X, X, O, X, X, T, T, X, X, T, X, X, X, X, O, O, O, X, X, O, O, O, O, O, 	S		5	a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk865		U		6	that was a pretty good joke, do you have any more?
tktk866	X, X, X, X, X, X, X, X, O, X, X, X, X, X, X, T, X, O, X, X, T, O, O, X, T, T, O, O, T, T, 	S		7	badly.
tktk867		U		8	please tell me another joke.
tktk868	X, X, X, T, X, T, X, T, T, T, T, T, T, T, O, X, X, T, T, X, T, O, O, X, X, X, T, O, O, O, 	S		9	i started to, but it didnt really work out.
tktk869		U		10	i dont think youre making any sense.  all i want is a joke.
tktk870	X, X, X, X, X, X, X, X, T, X, T, X, X, X, X, T, X, T, X, X, X, O, O, X, T, X, T, T, T, T, 	S		11	uh-huh, i do.
tktk871		U		12	how old are you?
tktk872	O, T, X, O, T, T, O, O, O, T, O, T, O, X, O, T, X, O, O, X, O, O, O, O, T, X, T, T, T, T, 	S		13	im 48.
tktk873		U		14	i am 29 years old.
tktk874	X, T, X, T, T, O, X, T, O, X, X, T, X, X, X, X, X, T, X, X, O, O, O, X, T, X, O, T, T, T, 	S		15	maybe two. great. lets talk other stuff then.
tktk875		U		16	are you a robot?
tktk876	X, T, X, X, T, X, X, X, X, X, X, X, X, X, X, X, X, T, X, X, T, O, O, T, X, X, T, T, T, O, 	S		17	uh-huh, i do.
tktk877		U		18	what is your name?
tktk878	X, X, T, X, T, O, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, O, X, X, X, T, T, T, O, 	S		19	i can name some dead ones. let me know something youre interested in.
tktk879		U		0	hello
tktk880	O, O, O, O, O, X, O, O, X, O, O, O, O, O, O, O, O, O, X, O, O, O, O, X, O, O, O, O, O, O, 	S		1	hello, i really like politics. how about we talk about politics
tktk881		U		2	i do not like to talk about politics. what kind of music do you like?
tktk882	O, O, T, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, T, O, T, O, X, O, O, O, O, O, T, 	S		3	i like pop music.
tktk883		U		4	i like that music too. who is your favorite artist/band?
tktk884	O, X, T, T, T, O, O, T, T, T, T, T, T, T, O, O, T, O, T, T, O, O, O, O, X, X, T, X, T, T, 	S		5	i like pop music.
tktk885		U		6	do you like any other kind of music?
tktk886	O, O, O, O, O, O, O, O, T, O, O, T, T, O, O, O, O, O, O, T, O, O, O, X, O, O, O, O, O, T, 	S		7	yes . i like classical musics.
tktk887		U		8	what is your favorite song?
tktk888	O, X, T, O, O, O, O, O, O, O, O, T, O, O, O, T, T, O, O, T, O, O, O, X, O, O, O, O, O, T, 	S		9	anything i can slowdance to.
tktk889		U		10	slowdancing is nice. who do you like to slowdance with?
tktk890	T, T, T, O, O, O, O, O, O, T, O, O, T, T, O, T, O, T, T, O, O, O, O, X, O, X, O, T, T, T, 	S		11	right now i m not gravitating toward a lot of people right now.
tktk891		U		12	well i guess you could always dance by yourself if you wanted to.
tktk892	T, O, O, T, T, X, T, T, T, T, X, T, X, T, O, X, X, T, X, X, O, O, T, X, T, O, X, X, T, O, 	S		13	lets watch a debate together some time.
tktk893		U		14	i do not enjoy politics. i would not be a good person to watch the debate with. is there something else you would like to do?
tktk894	T, O, O, T, T, X, T, X, O, O, T, O, T, X, T, T, T, T, X, T, O, T, T, X, T, O, T, X, T, T, 	S		15	i dont know.  let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk895		U		16	very true, youre doing that now. how about we pick a movie to go to so we dont have to talk?
tktk896	X, T, O, O, O, T, T, X, O, O, X, O, T, O, O, O, O, T, X, O, O, T, O, O, T, O, X, T, O, O, 	S		17	lets talk more about that?
tktk897		U		18	what movie would you like to see?
tktk898	X, X, T, X, X, X, T, X, O, T, X, T, X, X, X, X, X, T, X, X, O, T, X, X, X, X, X, X, X, X, 	S		19	well , it s been a harrowing time for us and i m sure for the victims  families and friends who have been spending a long week wondering where he s at.
tktk899		U		0	hello, how are you doing?
tktk900	O, T, O, O, O, O, T, T, O, O, O, O, O, O, O, O, O, T, T, T, O, O, O, O, O, O, O, T, T, X, 	S		1	great! isnt it gorgeous out? any thoughts? any thoughts?
tktk901		U		2	today was cold, i think its going to snow this weekend.
tktk902	X, X, X, X, T, X, X, X, X, T, X, X, X, X, O, X, X, X, X, T, O, X, T, O, X, X, T, T, X, X, 	S		3	we live in a society where pizza gets to your house before the police.
tktk903		U		4	not in my neighborhood, where do you live?
tktk904	O, O, O, O, O, O, T, O, O, T, O, O, T, T, O, O, O, O, O, T, T, T, O, T, T, O, T, O, T, O, 	S		5	i live in squirrel hill
tktk905		U		6	what state is that in?
tktk906	X, X, X, X, T, X, X, T, X, T, X, X, X, X, X, X, X, X, X, T, T, X, X, X, X, X, X, X, T, X, 	S		7	she really believes that shes not getting a fair shake and that jim especially isnt getting a share shake, that, you know, everybody is very upset and its tragic whats happened.
tktk907		U		8	what happened to jim?
tktk908	T, X, T, X, T, T, T, O, X, T, T, T, X, T, X, X, O, T, T, T, X, T, O, X, T, O, X, O, T, O, 	S		9	i dont know. what do you think about your life
tktk909		U		10	its going good, not rich but happy.
tktk910	T, X, X, X, T, X, X, T, O, X, T, T, X, X, X, X, X, X, X, T, X, X, O, X, T, X, X, X, X, X, 	S		11	politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk911		U		12	i agree with that, they should put term limits on congressmen.
tktk912	T, X, T, O, T, X, T, T, O, X, X, T, X, T, X, X, O, T, X, T, X, X, O, X, T, X, X, X, T, X, 	S		13	i dont know. what do you think about movies
tktk913		U		14	id rather watch movies at home, the theaters can be annoying.
tktk914	T, T, O, O, T, O, T, X, O, X, O, T, X, T, X, T, T, T, T, T, X, T, T, X, T, X, X, T, O, X, 	S		15	how about we do something we both like
tktk915		U		16	what do you have in mind?
tktk916	T, X, X, X, T, T, X, T, T, X, X, X, X, X, X, X, T, X, X, T, X, X, X, X, T, X, X, X, X, T, 	S		17	im going to now. any thoughts?
tktk917		U		18	not sure what you are going to do.
tktk918	X, X, X, X, X, X, X, X, X, X, T, X, X, T, X, X, O, T, T, T, X, T, X, X, T, X, X, X, T, X, 	S		19	theres a great deal of enthusiasm.
tktk919		U		0	hello
tktk920	O, O, O, T, O, O, T, O, O, O, O, X, O, O, T, O, O, O, O, X, T, T, O, O, O, O, O, O, O, O, 	S		1	let us do something fun together
tktk921		U		2	like what
tktk922	O, X, T, X, X, X, O, O, T, X, T, T, X, X, X, X, X, X, O, T, T, X, T, O, O, T, X, T, T, O, 	S		3	thats the picture there.
tktk923		U		4	where?
tktk924	T, T, T, X, X, X, T, T, T, X, X, X, X, T, X, X, X, X, O, X, T, T, T, O, T, O, T, X, T, O, 	S		5	well, you know, im not sure. let me tell you a joke, a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk925		U		6	haha
tktk926	T, O, T, X, X, T, T, X, O, O, T, T, X, T, X, X, X, T, T, T, T, X, T, O, T, X, T, X, T, O, 	S		7	i dont know. let me tell you something, i never make the same mistake twice. i make it five and six times, just to be sure.
tktk927		U		8	silly guy
tktk928	X, X, X, X, X, X, T, X, O, O, X, X, X, X, X, X, T, X, O, X, T, X, T, O, T, X, X, X, T, O, 	S		9	i dont think they decide it, but i think it can help them, it can enhance.
tktk929		U		10	who
tktk930	X, T, X, X, X, X, O, X, T, X, X, X, X, T, X, X, T, X, X, X, T, X, T, O, X, X, T, X, T, O, 	S		11	thats interesting. let me know something youre interested in.
tktk931		U		12	love baby
tktk932	X, T, X, X, X, X, X, X, O, O, X, X, X, X, X, T, X, X, X, X, X, X, X, O, X, X, T, X, X, O, 	S		13	again, not babysitter.
tktk933		U		14	love
tktk934	X, X, X, T, X, T, T, X, T, O, X, X, X, T, X, X, X, X, O, X, T, X, O, O, T, T, X, X, X, O, 	S		15	let us make a plan to see the latest star war movies together
tktk935		U		16	i hate star wars
tktk936	X, T, X, X, X, X, T, X, T, X, X, O, X, T, T, X, X, T, O, T, T, T, T, O, T, O, T, X, X, O, 	S		17	i dont know. can we talk about something else?
tktk937		U		18	like what
tktk938	X, X, X, X, X, X, T, X, O, X, X, O, X, X, X, T, X, X, O, O, T, X, O, O, T, X, X, X, T, O, 	S		19	thats the picture there. what do you think?
tktk939		U		0	hello
tktk940	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk941		U		2	what movie?
tktk942	O, O, T, O, T, O, O, O, O, T, O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, 	S		3	anything.
tktk943		U		4	how about clueless?
tktk944	O, O, O, O, T, O, O, O, O, T, T, X, O, O, O, O, O, O, O, T, O, O, O, T, X, T, O, O, O, T, 	S		5	good.
tktk945		U		6	that is my favorite movie!
tktk946	T, X, T, X, T, O, T, O, X, T, X, O, O, X, X, X, T, T, T, X, X, O, T, X, O, T, T, O, T, T, 	S		7	this is from the `` green berets . 
tktk947		U		8	i dont understand
tktk948	X, X, T, X, X, X, X, O, X, O, O, X, T, X, X, T, X, T, X, X, X, T, T, X, T, X, T, T, X, O, 	S		9	what do you want to stop badly?
tktk949		U		10	ok goodbye
tktk950	X, T, X, X, X, X, X, T, T, X, T, X, X, X, X, X, X, O, T, X, O, X, X, X, X, X, T, X, X, T, 	S		11	thank you.
tktk951		U		12	you are welcome
tktk952	X, X, X, X, X, X, X, T, X, T, O, X, T, X, X, X, X, T, X, X, X, X, X, X, X, T, T, T, X, T, 	S		13	i m not twerking , i m a little tired and , you know , i like to twerk.
tktk953		U		14	that is very strange!
tktk954	X, T, T, X, T, T, X, X, X, O, T, T, O, X, T, T, T, O, X, O, X, X, X, X, O, X, T, X, X, O, 	S		15	uhh, i cant answer this. can you tell me something about sports
tktk955		U		16	no i hate sports
tktk956	X, X, T, X, X, X, T, X, X, O, O, T, X, X, T, O, X, O, X, X, O, X, X, O, T, O, T, O, X, O, 	S		17	cool , cool . do you watch sports or do you play?
tktk957		U		18	i dont do either one
tktk958	T, T, T, X, O, X, T, X, X, O, O, T, X, T, O, T, X, O, T, X, O, X, T, X, O, X, T, X, X, O, 	S		19	what i meant to say was , what is it that you hate?
tktk959		U		0	hello
tktk960	O, O, O, O, X, X, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, T, O, O, T, O, O, O, 	S		1	hello, i really like board games. how about we talk about board games
tktk961		U		2	sure what board game is your favorite?
tktk962	O, O, O, T, X, X, X, O, T, O, O, O, O, O, O, X, O, T, O, T, X, X, T, O, X, O, T, X, T, T, 	S		3	how about we do something we both like
tktk963		U		4	like what?
tktk964	O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, T, T, O, O, X, O, O, T, O, O, 	S		5	you and i could play a game.
tktk965		U		6	which one?
tktk966	T, O, X, X, O, O, T, O, O, O, O, T, X, T, O, O, O, T, O, O, T, O, X, T, X, O, O, X, X, O, 	S		7	the one with the strange name who runs hotels , andre
tktk967		U		8	ive never heard of that game before.
