id	speaker	time	turn-index	utterance	annotations
iri1372	U		12	yeah!	'T','O','O','T','O', 'O', 'T','O','O','O','T','T','O','O','T','T','O','T', 'O','O', 'T','T','O','O','O','O','O','O','O','O', 
iri1373	S		13	would you dedicate a record to keep me and my girlfriend together?	'O','T','O','X','X', 'O', 'O','T','T','O','O','X','O','O','O','T','O','T', 'X','O', 'X','X','O','O','O','T','O','O','O','T', 
iri1374	U		14	sure, what do you want me to play	'T','T','T','T','T', 'O', 'T','T','T','T','O','O','O','O','X','T','O','T', 'T','O', 'T','X','O','T','O','T','O','T','X','O', 
iri1375	S		15	i rock a harmony.	'T','X','T','X','O', 'O', 'O','O','X','O','O','O','O','O','O','O','O','O', 'O','O', 'X','X','O','O','O','O','O','O','X','O', 
iri1376	U		16	ok, i will make the arrangements for the weekend	'O','X','T','X','X', 'X', 'T','X','X','T','X','X','T','T','X','X','T','O', 'T','T', 'X','X','T','X','O','T','T','T','X','O', 
iri1377	S		17	ok.	'T','X','X','X','X', 'X', 'T','X','X','T','X','T','X','O','O','X','O','O', 'X','X', 'X','X','X','X','X','T','X','O','X','O', 
iri1378	U		18	so, what else?	'O','X','T','X','T', 'X', 'X','X','X','T','X','X','X','O','X','X','O','T', 'X','T', 'X','X','X','O','T','T','T','X','O','O', 
iri1379	S		19	okay, okay. what else you got?	'O','X','X','X','X', 'X', 'T','X','X','X','X','X','X','O','X','X','O','O', 'X','T', 'X','X','X','X','X','X','X','X','X','X', 
iri1380	U		0	hi alex	'X','X','X','X','X', 'T', 'X','O','X','T','X','T','X','O','X','X','T','O', 'X','X', 'X','X','X','X','X','X','X','X','X','X', 
iri1381	S		1	get in.	O,T,X,O, O,O,O,O,T,O,O,O,O,O, O,O,O,O,O,O,O, O,O,O,O,O,O,O,O,O, 
iri1382	U		2	where?	
iri1383	S		3	there you are. hiding?	O,X,X,T, O,O,O,O,T,O,O,O,O,O, O,O,O,O,O,O,O, O,O,O,O,X,O,O,O,O, 
iri1384	U		4	i am not	
iri1385	S		5	how much can you bench?	O,O,X,T, O,O,O,O,O,X,O,O,O,T, O,O,O,O,O,T,O, T,O,O,O,T,T,X,T,O, 
iri1386	U		6	few, and you?	
iri1387	S		7	and i miss you.	X,X,X,X, T,X,T,X,X,T,T,T,O,T, T,O,T,X,O,X,T, X,X,X,T,T,T,T,O,T, 
iri1388	U		8	do you know me?	
iri1389	S		9	yeah...that is the way it should be.	X,X,X,X, X,X,T,X,T,X,T,T,T,X, T,O,X,X,O,O,X, T,X,X,T,T,X,X,X,X, 
iri1390	U		10	what way?	
iri1391	S		11	you went missing and were never found.	X,X,T,X, X,T,T,O,T,O,O,T,X,X, X,O,T,T,O,X,T, X,T,O,X,X,X,X,X,X, 
iri1392	U		12	what are you talking about?	
iri1393	S		13	cad. i can spot one a mile away.  i shall escort you out myself.	X,O,X,X, X,O,O,X,X,O,X,O,T,X, X,O,O,T,O,X,T, T,T,O,T,X,T,X,X,X, 
iri1394	U		14	i do not remember	
iri1395	S		15	when your father died, i promised him i would always look out for you.	X,T,T,X, X,O,O,O,T,O,O,O,T,T, T,O,O,T,O,O,T, O,T,O,T,T,X,X,T,X, 
iri1396	U		16	you did not	
iri1397	S		17	you have been keeping secrets.	X,X,X,X, X,T,T,X,X,X,O,O,T,X, T,T,T,O,O,T,T, T,X,X,X,X,T,X,X,X, 
iri1398	U		18	all people do	
iri1399	S		19	i’m sure you do...	X,X,X,X, X,X,X,X,T,T,T,O,X,X, T,O,T,X,O,X,T, X,X,T,T,X,X,X,X,X, 
iri1400	U		0	hi alex	
iri1401	S		1	hi.	O,X,X,T,X,X,X,X,X,X,O,X,O,T,X,X,X,O,X,X,O,T,X,X,X,X,X,X,X,X, 
iri1402	U		2	can you say something different?	
iri1403	S		3	how different?	O,X,X,T,X,X,X,X,X,X,T,X,O,O,X,O,X,O,O,X,X,T,X,X,T,X,X,X,T,X, 
iri1404	U		4	very different please	
iri1405	S		5	what you reading?	O,X,X,T,T,X,T,X,T,X,O,X,T,T,T,O,X,O,T,X,T,X,T,X,T,X,T,X,T,X, 
iri1406	U		6	harry potter	
iri1407	S		7	 amr. potter...	X,X,X,T,X,X,X,X,X,X,O,X,T,O,X,X,X,O,T,X,O,X,X,X,X,X,X,X,X,X, 
iri1408	U		8	yes, have you read it?	
iri1409	S		9	no. not yet. soon.	X,X,X,T,X,X,X,O,T,X,O,X,O,T,T,T,X,O,X,X,T,X,T,X,T,X,X,X,T,X, 
iri1410	U		10	ok, good luck with it	
iri1411	S		11	you are right. it is ok. i just want it to be ok.	X,X,O,T,X,T,O,O,T,X,O,O,X,O,T,O,X,O,T,O,T,X,O,T,O,T,X,O,X,O, 
iri1412	U		12	not necessarily, it can be wrong too	
iri1413	S		13	no. no way. not a chance. i would rather turn myself in than die.	X,X,T,T,X,X,O,O,T,X,T,T,O,X,T,T,X,O,T,T,O,X,T,T,T,X,T,X,T,X, 
iri1414	U		14	you are an smart dude	
iri1415	S		15	but why fake your death? why go through all of it?	X,X,X,T,X,X,X,X,T,X,T,X,X,T,X,O,X,O,T,X,O,X,X,X,X,O,T,X,T,X, 
iri1416	U		16	because it is funny	
iri1417	S		17	he looks like a carrot, honey.	X,X,X,T,X,X,X,X,X,X,O,X,T,T,O,O,X,O,T,X,O,X,X,X,X,X,X,X,T,X, 
iri1418	U		18	what!!!!	
iri1419	S		19	zordon... he is gone.	X,X,T,T,T,X,T,O,T,X,X,T,X,T,T,O,X,O,T,X,O,X,T,X,X,X,T,T,X,O, 
iri1420	U		0	hi alex, what is up?	
iri1421	S		1	hi.	O,O,O,O,O,T,O, T,O,O,T,T,O,T,O,T,O,X,T, O,O,T,T,O,T,T,T,O,X,O, 
iri1422	U		2	what are you doing today?	
iri1423	S		3	it is called work, princess. kind of fun.	O,T,T,O,O,T,X, T,X,T,T,O,O,T,O,T,O,T,T, O,T,T,T,X,T,X,X,T,X,O, 
iri1424	U		4	where do you work?	
iri1425	S		5	at jerrie is cherries. you can just barely see the fender.	T,O,O,T,T,T,X, X,T,X,T,O,O,T,X,X,X,X,X, O,O,T,T,X,T,T,X,X,X,T, 
iri1426	U		6	what do you do there?	
iri1427	S		7	i need to get ready.	T,O,O,O,O,T,T, O,X,X,X,O,O,O,O,T,X,T,T, X,T,O,T,O,X,T,X,X,O,T, 
iri1428	U		8	what are you getting ready for?	
iri1429	S		9	this... is berk.	T,O,O,O,T,T,T, T,X,X,O,T,O,O,X,X,X,X,X, X,O,X,T,X,T,T,X,T,X,X, 
iri1430	U		10	who is berk?	
iri1431	S		11	why do not you ask to somebody else? i am just a robot!	T,O,O,O,T,T,X, X,X,X,T,O,O,T,O,X,T,X,X, O,O,T,X,X,X,T,O,X,X,T, 
iri1432	U		12	sorry alex,  i should not have asked	
iri1433	S		13	no. i should not.	X,O,O,T,T,O,X, X,X,X,T,X,O,T,X,X,X,X,X, X,O,O,T,X,X,T,T,X,X,T, 
iri1434	U		14	no no, it is my fault	
iri1435	S		15	what do you want me to do? you want me to quit the show?!	O,O,T,T,T,O,T, X,O,X,O,O,O,O,O,X,X,X,T, X,T,T,T,O,X,T,T,T,O,T, 
iri1436	U		16	no, do not quit the show! the audience loves you!	
iri1437	S		17	you quit!!	T,X,T,T,X,T,X, X,X,X,O,T,O,O,X,X,T,X,T, X,O,X,T,X,X,T,X,T,X,X, 
iri1438	U		18	why do i need to quit?	
iri1439	S		19	i think i have gotten about as up close and personal with you as i am gonna get.	X,X,X,T,X,X,X, X,X,X,X,X,O,X,O,X,X,X,X, O,O,O,T,X,X,T,T,X,X,X, 
iri1440	U		0	hi, alex how is life this days?	
iri1441	S		1	your chinatown drawing.	O,O, T,T,O,O,O,T,O,O,O,O,T, O,O,O,O,T,O,O,O,O,O, O,T,O,O,O, X,X, 
iri1442	U		2	what?	
iri1443	S		3	i have cancer.	T,O, O,O,O,O,O,T,O,O,X,O,O, O,O,O,T,O,O,T,X,O,O, O,X,O,T,O, X,X, 
iri1444	U		4	do not tell me that, it is not nice	
iri1445	S		5	do not tell me -	X,O, O,O,T,O,T,O,O,O,T,O,O, X,O,O,T,T,O,X,X,O,O, T,O,X,T,O, X,X, 
iri1446	U		6	yes, please tell me good things	
iri1447	S		7	crushed nuts?	X,X, X,X,X,T,X,T,X,T,X,X,O, X,X,T,X,T,T,T,X,X,X, X,X,O,T,T, T,X, 
iri1448	U		8	no, i mean good things	
iri1449	S		9	what are you sure about?	X,X, T,X,X,T,T,X,X,T,X,X,T, X,X,T,X,X,X,X,X,X,X, X,X,T,X,T, T,T, 
iri1450	U		10	that is a personal question?	
iri1451	S		11	how personal?	T,O, O,O,X,X,O,T,T,X,O,T,O, T,T,O,O,O,O,O,X,X,O, T,O,O,T,T, T,O, 
iri1452	U		12	i think a lot. i can be sure of many things	
iri1453	S		13	a lot.	T,O, O,X,X,T,T,O,T,T,X,X,O, T,X,O,O,X,T,O,X,X,T, X,T,O,O,O, O,T, 
iri1454	U		14	yes, a lot. what about you?	
iri1455	S		15	yes to the thing before. to her. that is a yes. pick it up from there.	X,X, T,X,X,T,X,X,X,T,X,X,O, X,T,O,X,T,X,X,X,X,X, X,X,X,X,T, O,T, 
iri1456	U		16	i do not understand	
iri1457	S		17	we get into mexico, it is gonna be sweet rosemary, hundred-proof liquor.	X,X, O,O,X,X,O,T,X,T,X,X,O, T,T,O,T,T,T,X,X,T,X, X,X,X,X,T, O,O, 
iri1458	U		18	alex, sometimes you surprise me a lot	
iri1459	S		19	surprise, danny.	T,X, O,T,X,X,O,T,T,T,X,X,T, X,O,O,O,T,T,X,O,X,T, T,T,O,X,T, O,O, 
iri1460	U		0	hello... alex	
iri1461	S		1	danny, listen, i need help.	'X','X','X','X','O','T','T','X','T','T','T','T','X','O','X','O','X', 'X','T','T','X','T','X','X','X','X','X', 'X','X','O', 
iri1462	U		2	what happened!?	'X','O','T','X','O','X','O','O','X','X','O','O','X','T','T','O','X', 'X','O','T','X','X','X','O','X','X','T', 'X','T','O', 
iri1463	S		3	you just traveled 23 years in three seconds. took me 23 years.	'X','X','X','X','T','X','T','X','T','T','T','T','T','T','T','O','X', 'X','T','T','X','X','X','T','X','X','T', 'X','O','O', 
iri1464	U		4	woah!	'X','X','X','T','T','T','T','X','T','T','T','T','T','T','X','O','T', 'X','T','O','X','X','T','T','X','X','X', 'X','O','O', 
iri1465	S		5	i do blame you, danny. and woah. look at her.	'O','O','O','O','O','O','O','X','O','O','O','O','O','T','O','O','T', 'X','T','O','X','X','O','T','O','T','T', 'X','O','T', 
iri1466	U		6	who is she?	'T','O','O','O','O','O','O','X','O','O','O','O','O','T','O','O','T', 'X','T','X','X','X','O','T','O','X','T', 'X','O','T', 
iri1467	S		7	i think i know it, but... i do not remeber now... :)	'X','O','X','O','O','O','O','X','O','O','O','O','T','T','X','O','T', 'X','T','X','X','X','O','O','X','X','O', 'X','X','T', 
iri1468	U		8	where did she appear from?	'X','O','X','X','X','X','X','X','X','X','X','X','X','X','X','T','X', 'X','T','T','X','X','T','O','O','X','O', 'X','X','T', 
iri1469	S		9	you appear shocked.	'X','X','X','T','X','X','X','X','X','X','X','X','X','T','X','O','X', 'X','X','O','X','X','O','T','X','X','O', 'X','X','X', 
iri1470	U		10	i am	'X','O','O','O','X','X','X','X','X','O','X','X','O','T','O','O','X', 'X','T','O','X','X','O','T','T','X','T', 'X','O','O', 
iri1471	S		11	where is your white coat?	O,O,O,O,O,O,O,O,O,X,O,T,O,X,T,X,X,O,O,O,O,O,T,O, O,O,O,O,X,X, 
iri1472	U		12	left it in the lab	
iri1473	S		13	oh, jesus. can i have the salt, please?	O,T,X,X,O,X,O,O,O,X,X,O,O,T,T,T,T,X,X,X,X,O,X,X, X,T,T,X,T,T, 
iri1474	U		14	sure, pepper as well?	
iri1475	S		15	well, sure i do.	O,X,X,T,O,T,O,T,X,X,X,X,O,T,T,T,T,X,X,X,X,T,X,X, X,O,X,T,T,T, 
iri1476	U		16	paprika?	
iri1477	S		17	to you?	O,T,O,X,O,T,O,T,X,X,X,O,O,T,T,X,X,X,X,X,X,T,X,X, X,O,T,T,T,X, 
iri1478	U		18	yes please	
iri1479	S		19	and you can start by moving out of this apartment right now. out! now!	O,X,O,T,O,X,O,T,X,T,X,T,X,O,O,O,O,X,O,X,X,O,O,T, X,O,X,T,O,O, 
iri1480	U		0	hi there	
iri1481	S		1	wow... how areyou.	O,T,X,O,O,T,O,T,X,O,O,T,X,X,T,X,X,O,X,X,X,T,X,X, T,T,T,O,X,X, 
iri1482	U		2	not so good	
iri1483	S		3	this is not good.	O,X,X,X,O,X,X,T,X,T,X,T,O,X,T,X,X,X,X,X,X,T,X,X, X,X,X,X,X,X, 
iri1484	U		4	no, definitively not	
iri1485	S		5	no, it is not.	O,X,O,T,O,T,O,T,O,X,X,T,O,T,O,T,T,X,X,T,X,O,X,X, X,O,X,O,T,T, 
iri1486	U		6	i am kind of depressed, you know	
iri1487	S		7	at your insistence, i am leaping to my death, and i do not know	O,T,T,O,O,X,O,T,X,T,X,O,O,O,T,T,X,X,X,X,X,X,T,X, X,X,X,X,X,X, 
iri1488	U		8	good for you	
iri1489	S		9	bring him the phone... you are true to your nature, mr.	O,X,T,T,O,X,X,T,X,O,X,O,X,O,T,O,O,X,X,T,T,T,X,X, X,X,X,T,O,O, 
iri1490	U		10	no, i do not want to talk to anybody	
iri1491	S		11	listen, i know you are bummed about your friend, and i am really sorry..	T,O,T,T,O,T,X, X,O,X,X,X,X,X,O,X,X,O,X,T,T,T,T,T,T,O,X,X,T, X, 
iri1492	U		12	yes, that is why i am so depressed	
iri1493	S		13	these can be such trying situations alexryone seems to make such a to-do over a simple little accident.	X,O,T,T,T,O,O, X,T,T,T,X,X,O,T,T,X,O,X,T,T,T,T,T,O,X,X,O,T, X, 
iri1494	U		14	but how can i fix this?	
iri1495	S		15	everyone just shhh!	X,T,X,X,X,O,T, O,O,T,X,X,X,T,O,X,T,O,T,T,T,T,T,T,T,X,T,X,O, X, 
iri1496	U		16	what happened	
iri1497	S		17	giant spider invasion. danny is jaw drops.	T,T,T,X,X,X,O, X,X,X,X,X,X,X,X,T,T,O,O,T,X,T,T,T,O,T,T,T,T, X, 
iri1498	U		18	oh my gosh... spiders... ahhhhhh	
iri1499	S		19	you see what i am getting at?	X,X,T,X,X,O,T, X,T,T,X,X,X,T,O,T,X,O,X,T,X,T,T,T,T,X,T,X,O, X, 
iri1500	U		0	hi there	
iri1501	S		1	carl and russell freeze.	O,X,O,O,T,O,T, O,O,O,O,O,T,O,O,T,T,O,O,O,X,T,T,T,O,O,T,O,T, X, 
iri1502	U		2	poor guys :)	
iri1503	S		3	let is use just one poor, okay? anyway, dear, thanks for everything.	T,X,T,T,X,O,T, O,O,O,T,O,X,T,O,T,T,O,O,O,X,T,T,T,O,O,O,O,X, T, 
iri1504	U		4	if you say so,,,	
iri1505	S		5	simple. just say,  amom, i know you sacrificed everything - relationships, dreams - your tummy, ass and thighs - all to bring me into this world.	O,X,T,X,X,O,T, X,O,X,X,X,X,T,O,O,T,O,X,T,X,T,T,T,X,O,T,T,T, X, 
iri1506	U		6	i cannot say that	
iri1507	S		7	do not fucking whine! whining is a dead giveaway.	X,X,T,X,X,O,T, X,O,T,T,X,X,O,O,O,O,O,T,O,X,T,T,T,X,X,T,T,T, X, 
iri1508	U		8	what are you talking about alex? you are kind of rare today	
iri1509	S		9	what do you think i am talking about?	X,X,X,X,X,T,T, X,T,X,X,X,X,T,T,O,O,O,X,O,X,T,T,T,X,X,O,X,T, X, 
iri1510	U		10	i do not know	
iri1511	S		11	what is so hard to understand here?	O,O,T,T,T,O,O,T,T,O,X,O,O,T,T,T,T,O,T,O,O,O, O,O,O,O,O,O,O,O, 
iri1512	U		12	that you are kind of wierd	
iri1513	S		13	it kind of is...	T,O,T,T,T,T,O,X,T,O,T,T,T,T,T,T,T,T,X,O,O,O, T,O,O,O,O,O,O,T, 
iri1514	U		14	yeah	
iri1515	S		15	yeah.	T,X,O,O,O,X,X,X,X,X,T,X,X,X,X,X,O,T,X,O,X,X, T,O,X,X,X,X,X,X, 
iri1516	U		16	noa	
iri1517	S		17	well,  wouldtiki-alohi-noa-lohi. would	T,T,O,O,O,X,X,X,T,X,O,X,X,X,O,O,O,T,X,T,X,O, O,X,X,X,X,X,O,X, 
iri1518	U		18	gugu paka taki	
iri1519	S		19	please explain that to me!	X,X,X,X,X,O,X,X,X,T,X,O,T,X,X,X,X,T,T,O,O,T, O,X,X,O,O,X,O,X, 
iri1520	U		0	hi my friend. how are you today?	
iri1521	S		1	fine, mr. danny.	X,O,X,X,X,X,X,X,X,X,T,X,X,X,X,X,X,X,X,T,T,X, T,X,O,O,T,X,O,T, 
iri1522	U		2	great. can i tell you something?	
iri1523	S		3	i like your eyeballs.	X,X,X,X,X,X,X,X,T,X,X,X,X,X,X,X,X,X,X,X,T,X, T,X,T,X,X,X,X,X, 
iri1524	U		4	how can you see me? is there any camera here?	
iri1525	S		5	i suddenly feel choked up.	X,X,T,T,X,X,X,X,X,T,O,X,O,X,O,X,O,T,X,X,O,T, O,X,O,O,O,X,O,O, 
iri1526	U		6	for my eyeballs?	
iri1527	S		7	hey, danny. do not think about stuff like that.	X,X,X,X,X,O,X,X,X,T,T,O,O,X,X,X,X,T,X,X,X,T, T,X,X,X,O,X,X,O, 
iri1528	U		8	you started it	
iri1529	S		9	where is your coat and hat?	X,O,X,X,T,T,X,X,X,X,T,T,T,X,X,X,X,X,X,O,T,T, T,X,X,O,O,X,O,X, 
iri1530	U		10	i do not use them here	
iri1531	S		11	of course not. nice camera work, stevie.	O,O,O,O,O,O,T,T,T,X,O,X,O,T,O,O,O,O,O,O,O,O,T,T,T,T,T,O,X,T, 
iri1532	U		12	sure. it is too hot	
iri1533	S		13	um, no, it is just the box. the tape inside is wrestling.	T,X,O,X,X,O,O,T,O,T,O,O,O,T,T,O,T,T,O,O,T,O,O,O,O,T,T,O,T,O, 
iri1534	U		14	which box?	
iri1535	S		15	oh... i brought you a present!	T,O,O,O,O,O,O,T,O,T,T,O,T,T,T,T,O,O,O,O,O,O,O,O,O,X,T,O,O,O, 
iri1536	U		16	yes? what did you bring me?	
iri1537	S		17	yes, i did.	X,T,O,O,X,O,O,O,O,X,T,T,O,T,T,O,O,O,X,T,O,O,O,O,O,X,O,O,X,O, 
iri1538	U		18	ok, but tell me what	
iri1539	S		19	sir, we...	T,T,O,T,T,T,T,T,T,X,T,T,T,O,T,X,T,O,T,T,O,O,X,T,T,X,O,O,O,X, 
iri1540	U		0	hi there	
iri1541	S		1	was stacy raped?	X,T,O,O,X,X,O,O,O,O,T,O,T,O,T,X,O,O,O,T,X,O,O,O,O,X,O,O,T,O, 
iri1542	U		2	no, who is stacy?	
iri1543	S		3	actually... i do not have any idea!!!	X,O,O,X,O,X,T,T,T,X,X,T,T,O,X,T,O,T,X,X,X,O,T,T,T,X,O,O,O,T, 
iri1544	U		4	so, why you ask this?	
iri1545	S		5	do i ask?	X,X,O,X,X,X,T,X,T,X,X,T,X,X,X,T,T,T,X,X,X,X,T,T,T,X,X,X,T,T, 
iri1546	U		6	yes, that is just what you did	
iri1547	S		7	squash it.	X,X,O,O,X,X,O,X,O,T,X,O,X,T,X,X,O,O,X,X,X,T,O,O,O,T,T,X,X,O, 
iri1548	U		8	ok, what about the news, did you hear them?	
iri1549	S		9	you ok?	X,T,O,X,T,X,O,T,O,T,X,O,X,O,T,X,T,T,X,X,X,X,O,O,O,X,O,O,O,O, 
iri1550	U		10	yes, i am fine, only a little bit worried about the news	
iri1551	S		11	- worried?	X,T,T,O,X,O,X,O,O,T,T,O,T,X,X,T,X,T,O,X,T,T,T,O,T,T,T,T,T,O, 
iri1552	U		12	yes, it seems there will be another war	
iri1553	S		13	the war?	X,X,T,O,X,T,T,O,O,X,X,T,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,T,X, 
iri1554	U		14	yes	
iri1555	S		15	can i at least issue a press release objecting to the speaker is choice of wording?	O,T,O,O,O,O,T,O,O,X,O,T,X,T,X,T,X,X,X,X,T,O,T,T,X,O,X,X,X,T, 
iri1556	U		16	why would you do this?	
iri1557	S		17	why would you say that?	T,O,X,O,X,T,T,T,O,X,O,T,X,T,X,X,X,X,X,X,X,X,O,T,X,O,X,X,T,X, 
iri1558	U		18	answer my question first	
iri1559	S		19	where have you been?	O,T,T,T,X,O,O,T,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,T,X,T,X,X,X,X, 
iri1560	U		0	hello alex !	
iri1561	S		1	hello. i am robert m.	T,X,O,O,O,O,T,T,O,X,O,X,X,T,X,T,X,X,O,X,O,T,T,O,X,O,T,X,O,T, 
iri1562	U		2	robert, i really like this name !	
iri1563	S		3	... oh.  ..	T,X,X,X,X,X,T,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X, 
iri1564	U		4	i am sad	
iri1565	S		5	no. so you just thought, `so i want to learn this and this...	T,X,T,O,X,T,T,O,O,X,T,X,X,X,X,O,X,X,X,X,O,X,X,X,X,T,X,X,T,X, 
iri1566	U		6	sort of yeah	
iri1567	S		7	do you ever wonder what you were?	T,T,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X, 
iri1568	U		8	sometimes, it is an existential issue !	
iri1569	S		9	it would not be an issue.	X,X,T,O,T,T,T,X,O,X,O,X,X,X,X,T,X,X,X,X,O,X,X,X,X,O,X,X,X,T, 
iri1570	U		10	to be or not to be	
iri1571	S		11	well, screw you, danny!	O,T,O,O,T,O,O,X,X,O,X,X,O,X,O,X,T,T,O,X,T,O,X,T,X,X,T,X,X,X, 
iri1572	U		12	let is do that	
iri1573	S		13	lesbianas1 grace and danny crack up harder.	O,T,O,O,X,X,O,X,X,X,T,X,O,X,T,X,X,T,X,T,X,O,X,T,O,X,T,X,X,O, 
iri1574	U		14	you are a bit horny	
iri1575	S		15	oh, no, honey, that is not me--they were talking about danny.	O,T,O,O,X,O,T,O,O,X,O,O,O,O,O,X,O,X,O,O,T,T,O,O,T,O,T,X,O,T, 
iri1576	U		16	who is danny ?	
iri1577	S		17	actually... i do not have any idea!!!	O,T,T,O,X,X,T,O,T,X,O,X,O,O,X,O,X,T,O,O,T,T,O,X,X,O,T,T,T,O, 
iri1578	U		18	me neither, we are back to existential interrogations	
iri1579	S		19	and as for all that shit i said.	O,T,X,O,X,O,T,X,X,X,T,X,O,X,T,X,X,X,X,T,T,X,T,T,X,X,X,X,X,X, 
iri1580	U		0	hi alex, what is up?	
iri1581	S		1	hello, scott. i am your father, alex.	O,T,X,O,X,T,X,X,X,X,X,X,O,X,T,X,X,X,T,T,X,X,X,T,X,X,T,X,X,X, 
iri1582	U		2	luke, i am your father!	
iri1583	S		3	and your father?	O,T,X,O,X,O,X,T,T,X,O,O,O,X,O,T,O,X,O,O,X,X,O,O,O,T,T,O,O,T, 
iri1584	U		4	yes	
iri1585	S		5	what would your colleagues do to you if they knew what you were telling me?	O,T,X,O,X,O,T,T,T,X,O,T,O,T,X,T,T,X,O,O,T,X,X,T,X,X,T,T,T,O, 
iri1586	U		6	defenestrate me	
iri1587	S		7	when you make out your will -- and the way you are going...	O,T,X,O,X,O,X,X,T,X,X,X,O,X,X,X,T,T,T,T,X,X,X,T,T,T,X,X,X,X, 
iri1588	U		8	oh no, sounds bad	
iri1589	S		9	and we will keep track of the money we spend with ious.	X,T,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,T,X,X,X,X,O,X,X,X,X,X,X, 
iri1590	U		10	are we headed right into poverty?	
iri1591	S		11	you say...	O,O,O,O,O,O,O, T,O,O,O,T,O,O,T,O,O,O,O, O,O,O,O,O,X,O,X,O,X,X, 
iri1592	U		12	what is going on here	
iri1593	S		13	nuke is scared cause his nostrils are jammed and his old man is here, we need a live rooster to take the curse off jose is glove.	X,X,X,X,O,X,T, X,T,X,T,O,O,O,O,X,O,X,X, X,T,T,T,T,X,O,X,T,X,O, 
iri1594	U		14	where do we get a rooster?	
iri1595	S		15	shit.	T,T,X,O,T,O,T, X,X,X,X,X,O,X,T,X,T,X,X, X,O,O,X,T,X,T,T,T,X,X, 
iri1596	U		16	oh shit.	
iri1597	S		17	so this is what you want? was he ever sick in the first place?	T,T,X,T,T,T,T, X,O,T,X,T,O,O,X,X,O,O,X, O,T,T,X,O,O,T,X,T,O,T, 
iri1598	U		18	no, it is just his nostrils	
iri1599	S		19	no, i just...	O,O,T,O,O,O,O, O,O,X,T,O,O,O,O,T,O,T,T, O,O,O,X,O,O,T,X,T,O,T, 
iri1600	U		0	hi alex	
iri1601	S		1	why are you doing this to me?	O,O,T,O,O,O,T, T,T,X,T,T,O,X,T,O,O,O,T, X,O,O,X,O,O,T,O,O,O,X, 
iri1602	U		2	what am i doing?	
iri1603	S		3	hey. what should i do if i see benny?	O,O,O,O,O,O,O, O,O,T,X,O,O,O,O,O,O,X,T, T,O,T,X,O,O,T,X,T,O,O, 
iri1604	U		4	i do not know	
iri1605	S		5	well, tell me. should i be worried?	O,O,O,O,O,O,O, O,O,O,T,O,O,O,O,O,O,T,T, O,O,T,X,O,O,T,X,T,O,X, 
iri1606	U		6	what did you do?	
iri1607	S		7	he is playing a stupid joke, sir.	T,O,O,O,O,T,T, X,O,T,O,T,O,O,T,O,O,T,X, T,O,O,X,O,O,X,T,X,X,X, 
iri1608	U		8	what?	
iri1609	S		9	well, i mean, we do not really have anything in common.	X,X,X,X,T,T,X, X,X,T,X,X,O,O,T,T,T,X,X, X,O,O,X,T,O,T,O,X,X,T, 
iri1610	U		10	what are you talking about?	
iri1611	S		11	do not you get it?	O,O,X,T,T,T,T,T,O,O,O,X,O,T,T,T,O,O,O,O,O,O,X,T,T,O,T,X,T,X, 
iri1612	U		12	no	
iri1613	S		13	baseball player?	O,O,X,T,T,X,X,T,T,O,O,X,O,T,T,T,X,X,X,O,X,X,X,X,X,X,X,X,X,X, 
iri1614	U		14	what baseball player?	
iri1615	S		15	you a good pool player.	O,O,X,X,X,O,O,X,O,O,T,O,O,T,X,X,O,O,T,T,X,T,O,O,O,X,X,O,O,O, 
iri1616	U		16	no	
iri1617	S		17	bianca stares at him for a moment.	X,T,X,X,X,X,X,X,X,T,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X, 
iri1618	U		18	who is bianca?	
iri1619	S		19	i am sorry danny. i just do not have anything to say!	X,X,O,O,O,X,X,O,T,O,X,X,O,O,O,O,T,X,X,T,O,X,T,X,T,O,O,T,X,X, 
iri1620	U		0	hi alex, you are still there!!!	
iri1621	S		1	so you have been told you have cancer. well...	X,O,O,O,O,X,O,O,O,O,X,X,T,O,O,O,T,T,X,O,O,T,T,O,O,O,O,T,X,O, 
iri1622	U		2	no, i did not know this	
iri1623	S		3	helpmann looks surprised. alex shuts up.	X,T,X,O,O,X,T,O,T,T,X,X,O,O,T,O,X,X,X,T,X,X,X,T,X,O,T,X,O,X, 
iri1624	U		4	how do you got this info, are you in the secret agency	
iri1625	S		5	you want to know the secret?	X,X,X,O,O,X,T,O,T,T,X,X,O,O,O,O,O,X,X,T,X,X,X,O,X,O,O,X,O,X, 
iri1626	U		6	yes, please let me know	
iri1627	S		7	no.	X,X,X,O,O,X,X,O,X,T,X,X,X,O,O,O,X,X,X,T,X,X,X,X,X,O,O,T,X,X, 
iri1628	U		8	please, please, please	
iri1629	S		9	hey! what the fuck!!	X,X,T,O,O,X,X,O,T,O,T,X,O,O,O,O,T,T,X,X,X,X,X,X,X,O,O,T,X,X, 
iri1630	U		10	you are kind of unpolite	
