utterance	Sender	Addressee	communicativefunction
must be my cologne... eau dc carrot.			confirm
that is really funny			inform
--that is not funny--			negativefeedback
i am sorry			apology
oh my god, they killed kenny!			inform
oh no, poor kenny!			negativefeedback
oh you poor dear. you have been through so much...			inform
i am so so sorry for him			apology
thanks.			thanking
why did they do that? it is so horrible			question
psychology. they are trying to unnerve us.			answer
i think they are succeeding			confirm
look...			instruct
hey there cutie			greeting
that is right. you get her name?			question
alex, is not it?			question
your destination. courtroom six.			instruct
why am i going to a courtroom?			question
 wouldi am in love again hear my heart strings strumming i am in love again and the hymn they are humming is those cuddle-up huddle-up blues i am in love again and i ca not rise above it.			inform
that must be the cutest song i have ever heard			compliment
so i have heard.			confirm
where did you first hear it?			question
i do not know. where did you hear that name.			negativefeedback
what name?			question
well, this is going to sound a little crazy.			inform
i love crazy			confirm
okay, i feel kind of stupid but...			autopositive
go ahead, please do not worry			confirm
i had the last strawberry in the refrigerator.			inform
hi alex			greeting
what are you doing?			question
just came back from lrec			answer
why do they have you tied up here?			question
because this is where i work, i have to be here everyday			answer
so this is where you work.			clarify
yeap, what about you, where do you work?			answer
back in the saddle.			inform
oh, interesting... and what you do there?			question
is it?			question
i do not get it, sorry, still with jetlag, what do you mean?			clarify
with your life.			error
hmmm, no capito			stalling
and your mother was very beautiful. she must be proud of you.			compliment
yes, she is indeed			autopositive
your name is melville?			question
no... i am danny			contradict
look, there is danny and her little boyfriend			inform
i think you are confused			alloNegative
yeah, you know, probably one of these fast-talking career gals...			inform
hello			greeting
mr. president...			greeting
yes that is me			answer
that is more than  would yes would -- that is  would you bet. 			suggest
how are you doing?			question
let is go. come on.			instruct
do you have some good music?			question
one hundred american dollars. cash.			request
that is expensive			suggest
do not worry...			autopositive
i need more money			request
the heck d wouldya mean? what a you guys got yourself mixed up in?			question
i just came out of jail			answer
oh, we are going to jail.			inform
again?!			question
i am telling you, she is out of control.			inform
oh no...			negativefeedback
danny -			turntake
i know...			stalling
look, we gotta talk.			instruct
how old are you?			question
i am alright.			inform
no, how old are you?			question
old enough. how old are you?			answer, question
i am 19			answer
we were!			interactionStructuring
how long ago was that?			question
i have been thinking about getting tattoo. you know...			suggest
oh that is awesome, what do you want to get tattooed?			address suggest
awesome!			compliment
like the word?			question
so let is take this great form, this very american tradition of entertainment into the 21st century.			inform
ok			autopositive
on your marks...  get set go.			instruct
how do we do this?			question
how do we know it is him?			question
we can ask him?			question
i am alex.			selfintroduction
hi alex			greeting
giver her your tray, danny. you are holding up the line.			instruct
hi alex			greeting
well, what about my car?			question
which car?			question
the one that is been following us the last mile and a half.			answer
lol, i did not notice that. how did you know?			clarify
i told you. the face.			answer
the face of whom?			clarify
tomorrow, san francisco!			inform
ok. sounds great. what is the plan?			question
what is the plan?			question
yes, what do you have in mind?			question
no, i guess not. i am an actor.			inform
ok. i can propose to go to the golden gate			suggest
you do. you think he is going to propose.			address suggest
who is he?			question
i think i know it, but i do not remember now			answer
ok, never mind. i think we can go later to alcatraz			suggest
never mind.			autopositive
why? you do not like it?			question
i am not sure. nervous... i just need a minute in the bathroom.			negativefeedback
hi alex, what is up dude!			greeting
danny, you have a call from scottie is teacher. she says it is urgent.			inform
what should it be? i finished my homework already			question
i am finished.			answer
tell her i am not here			instruct
i am not.			reject
why not, please be a good friend			request
because it was a lie.			addressrequest
i see, you are a liar then!			clarify
0h ali we can work this thing out, you know.			suggest
aleida, i am not ali...			correction 
see... would kill the body and the head will die would... the frazier/ali fight..			inform
wow what an important citation!			inform
wow!!			compliment
tell me something			question
tell me what?			question
how many times have you get drunk?			question
how much have you drunk, danny?			question
i asked first...			clarify
that is not the issue--			answer
